CustomerSatisfationID,satisfaction,Gender,Customer Type,Age,Type of Travel,Class,Flight Distance,Seat comfort,Departure/Arrival time convenient,Food and drink,Gate location,Inflight wifi service,Inflight entertainment,Online support,Ease of Online booking,On-board service,Leg room service,Baggage handling,Checkin service,Cleanliness,Online boarding,Departure Delay in Minutes,Arrival Delay in Minutes
3055,satisfied,Female,Loyal Customer,33,Personal Travel,Eco,1711,5,5,5,2,4,4,2,1,1,5,1,3,1,3,15,33
3056,dissatisfied,Male,Loyal Customer,25,Personal Travel,Eco,1668,1,3,1,4,3,1,3,3,1,3,3,4,4,3,0,0
3057,dissatisfied,Male,Loyal Customer,62,Personal Travel,Eco,1271,1,3,1,4,2,1,2,2,2,2,3,4,3,2,0,0
3058,satisfied,Female,Loyal Customer,42,Personal Travel,Eco Plus,67,5,5,5,2,3,5,4,4,4,5,4,4,4,5,0,2
3059,satisfied,Female,Loyal Customer,38,Personal Travel,Eco,2048,5,5,5,2,4,5,4,4,3,4,5,3,4,4,0,0
3060,satisfied,Female,Loyal Customer,59,Personal Travel,Eco,94,5,5,5,2,5,4,4,2,2,5,2,5,2,3,0,0
3061,dissatisfied,Male,Loyal Customer,26,Personal Travel,Eco,803,1,3,1,4,4,1,4,4,3,4,2,3,4,4,34,99
3062,dissatisfied,Male,Loyal Customer,54,Personal Travel,Eco Plus,1076,1,3,1,4,2,1,2,2,1,2,4,2,3,2,0,0
3063,dissatisfied,Male,Loyal Customer,32,Personal Travel,Eco Plus,1327,1,3,1,4,3,1,4,3,4,2,1,3,1,3,0,0
3064,satisfied,Female,Loyal Customer,45,Personal Travel,Eco Plus,64,5,5,5,2,5,5,5,5,4,2,1,3,4,5,6,3
3065,dissatisfied,Male,Loyal Customer,48,Personal Travel,Eco,1618,1,3,1,4,1,1,1,1,4,1,1,4,2,1,1,0
3066,dissatisfied,Male,Loyal Customer,10,Personal Travel,Eco,1109,1,3,1,4,5,1,3,5,4,5,3,2,4,5,0,2
3067,dissatisfied,Male,Loyal Customer,34,Personal Travel,Eco,1566,1,3,1,4,2,1,2,2,4,3,4,3,4,2,0,0
3068,satisfied,Female,Loyal Customer,58,Personal Travel,Eco,459,5,5,5,2,1,5,1,1,3,5,1,5,4,1,49,69
3069,dissatisfied,Male,Loyal Customer,46,Personal Travel,Eco,3705,1,3,1,5,5,1,1,5,2,5,3,2,3,5,0,0
3070,dissatisfied,Male,Loyal Customer,13,Personal Travel,Eco,2864,1,3,1,5,5,1,5,5,3,3,1,1,1,5,0,0
3071,dissatisfied,Male,Loyal Customer,62,Personal Travel,Eco,2910,1,3,1,5,2,1,3,2,2,2,4,1,3,2,0,0
3072,dissatisfied,Male,Loyal Customer,7,Personal Travel,Eco,1843,1,3,1,5,4,1,4,4,1,2,3,4,2,4,0,0
3073,satisfied,Female,Loyal Customer,10,Personal Travel,Eco,2517,5,5,5,2,4,4,5,4,4,5,4,3,4,4,0,0
3074,dissatisfied,Male,Loyal Customer,64,Personal Travel,Eco,2087,1,3,1,5,1,1,3,1,5,3,2,4,3,1,4,0
3075,dissatisfied,Male,Loyal Customer,21,Personal Travel,Eco,2182,1,3,1,5,5,1,5,5,5,3,4,2,5,5,4,0
3076,dissatisfied,Male,Loyal Customer,23,Personal Travel,Eco,1936,1,3,1,5,4,1,4,4,1,1,5,3,1,4,0,13
3077,dissatisfied,Male,Loyal Customer,12,Personal Travel,Eco,2593,1,3,1,5,2,1,2,2,1,3,2,2,3,2,0,0
3078,satisfied,Female,Loyal Customer,45,Personal Travel,Eco Plus,950,5,5,5,2,5,5,1,5,4,4,5,4,4,5,0,0
3079,dissatisfied,Male,Loyal Customer,13,Personal Travel,Eco,2255,1,3,1,5,5,1,5,5,5,2,1,3,2,5,8,5
3080,satisfied,Female,Loyal Customer,58,Personal Travel,Business,917,5,5,5,2,4,4,4,2,2,5,4,4,2,5,11,0
3081,dissatisfied,Male,Loyal Customer,45,Personal Travel,Eco Plus,1618,1,3,1,5,5,1,5,5,4,4,5,4,4,5,0,0
3082,satisfied,Female,Loyal Customer,22,Personal Travel,Eco,2304,5,5,5,2,4,5,4,4,2,3,5,4,5,4,2,0
3083,satisfied,Female,Loyal Customer,30,Personal Travel,Eco,2348,5,5,5,2,4,5,4,4,2,1,3,4,5,4,31,18
3084,dissatisfied,Male,Loyal Customer,32,Personal Travel,Eco,2443,1,3,1,5,1,3,5,4,2,2,3,5,4,5,138,150
3085,dissatisfied,Male,Loyal Customer,63,Personal Travel,Eco,2628,1,3,1,5,5,1,4,5,5,2,4,2,4,5,0,0
3086,satisfied,Female,Loyal Customer,34,Personal Travel,Eco,2595,5,5,5,2,2,5,2,2,4,2,4,4,4,2,47,31
3087,dissatisfied,Male,Loyal Customer,39,Personal Travel,Eco,2240,1,3,1,5,5,1,5,5,4,2,1,2,1,5,13,8
3088,satisfied,Female,Loyal Customer,13,Personal Travel,Business,2113,5,5,5,2,1,5,1,1,1,4,2,4,3,1,10,18
3089,satisfied,Female,Loyal Customer,30,Personal Travel,Eco,1785,5,5,5,2,5,5,5,5,5,5,5,4,5,5,0,0
3090,dissatisfied,Male,Loyal Customer,64,Personal Travel,Eco,1558,1,3,1,5,2,1,2,2,5,5,4,2,2,2,24,18
3091,dissatisfied,Male,Loyal Customer,67,Personal Travel,Eco,1855,1,3,1,5,1,1,1,1,4,5,2,4,3,1,18,4
3092,dissatisfied,Male,Loyal Customer,44,Personal Travel,Eco,2193,1,3,1,5,1,1,1,1,2,1,5,5,3,1,20,8
3093,dissatisfied,Male,Loyal Customer,50,Personal Travel,Eco Plus,1765,1,3,1,5,2,1,2,2,2,4,1,2,3,2,42,30
3094,satisfied,Female,Loyal Customer,43,Personal Travel,Eco,525,5,5,5,2,4,4,4,4,4,5,4,4,4,4,0,0
3095,satisfied,Female,Loyal Customer,33,Personal Travel,Eco,1937,5,5,5,2,3,5,3,3,4,4,5,3,5,3,91,82
3096,satisfied,Female,Loyal Customer,28,Personal Travel,Eco,1814,5,5,5,2,4,5,4,1,1,5,1,4,1,5,23,16
3097,satisfied,Female,Loyal Customer,70,Personal Travel,Eco,450,5,5,5,2,2,5,2,2,5,3,4,3,4,2,7,3
3098,dissatisfied,Male,Loyal Customer,45,Personal Travel,Eco,2265,1,3,1,5,1,1,1,2,5,4,2,1,2,1,219,224
3099,satisfied,Female,Loyal Customer,59,Personal Travel,Eco Plus,412,5,5,5,2,5,5,5,5,5,3,4,5,5,5,0,0
3100,satisfied,Female,Loyal Customer,20,Personal Travel,Business,1635,5,5,5,2,4,5,4,4,5,4,4,5,5,4,0,0
3101,satisfied,Female,Loyal Customer,56,Personal Travel,Eco,384,5,5,5,2,1,5,1,1,3,2,5,4,5,1,0,14
3102,dissatisfied,Male,Loyal Customer,40,Personal Travel,Eco,1167,1,3,1,5,4,1,2,4,3,4,1,3,5,4,0,0
3103,satisfied,Female,Loyal Customer,24,Personal Travel,Eco Plus,1800,5,5,5,2,3,5,3,3,5,2,5,3,5,3,0,0
3104,dissatisfied,Male,Loyal Customer,27,Personal Travel,Eco Plus,1879,1,3,1,5,4,1,2,4,3,3,1,4,2,4,0,37
3105,dissatisfied,Male,Loyal Customer,31,Personal Travel,Eco,1799,1,3,1,5,3,1,1,3,3,2,2,1,2,3,26,26
3106,dissatisfied,Male,Loyal Customer,65,Personal Travel,Business,318,1,3,1,5,3,4,3,4,4,1,4,5,4,3,0,0
3107,satisfied,Female,Loyal Customer,49,Personal Travel,Eco,266,5,5,5,2,3,5,3,3,4,4,5,3,5,3,39,37
3108,satisfied,Female,Loyal Customer,54,Personal Travel,Eco Plus,282,5,5,5,3,1,5,1,1,4,1,3,3,3,1,117,121
3109,dissatisfied,Male,Loyal Customer,8,Personal Travel,Eco,1677,1,3,1,5,3,1,3,3,2,4,2,4,1,3,0,0
3110,dissatisfied,Male,Loyal Customer,18,Personal Travel,Eco Plus,1708,1,3,1,5,4,1,4,4,4,3,2,1,4,4,11,28
3111,satisfied,Female,Loyal Customer,67,Personal Travel,Eco,1054,5,5,5,3,1,5,1,1,1,4,5,1,2,1,0,0
3112,satisfied,Female,Loyal Customer,20,Personal Travel,Eco,1738,5,5,5,3,4,4,4,3,3,5,1,4,3,3,1,0
3113,dissatisfied,Male,Loyal Customer,57,Personal Travel,Eco,1779,1,3,2,1,1,2,1,1,4,1,1,3,1,1,0,16
3114,dissatisfied,Male,Loyal Customer,70,Personal Travel,Eco,2304,1,3,2,2,3,2,3,3,1,3,2,3,3,3,0,23
3115,dissatisfied,Male,Loyal Customer,63,Personal Travel,Eco,1706,1,3,2,2,5,2,5,5,3,1,3,5,1,5,6,0
3116,dissatisfied,Male,Loyal Customer,14,Personal Travel,Eco,1859,1,3,2,2,3,2,3,3,5,3,5,4,5,3,1,0
3117,dissatisfied,Male,Loyal Customer,54,Personal Travel,Eco Plus,1848,1,3,2,2,4,2,4,4,5,4,2,4,4,4,0,0
3118,satisfied,Female,Loyal Customer,31,Personal Travel,Eco,2122,5,5,5,3,4,5,4,4,3,1,4,5,2,4,1,8
3119,satisfied,Female,Loyal Customer,35,Personal Travel,Eco,3879,5,5,5,3,1,5,1,1,5,2,3,4,5,1,0,0
3120,satisfied,Female,Loyal Customer,21,Personal Travel,Eco,3981,5,5,5,3,3,5,3,3,4,5,4,5,5,3,0,0
3121,dissatisfied,Male,Loyal Customer,63,Personal Travel,Eco,3313,1,3,2,3,4,2,4,4,4,4,4,3,4,4,0,0
3122,dissatisfied,Male,Loyal Customer,64,Personal Travel,Business,1789,1,3,2,3,1,3,4,1,1,2,1,4,1,2,0,0
3123,dissatisfied,Male,Loyal Customer,17,Personal Travel,Eco,2305,1,3,2,3,3,2,3,3,3,5,3,1,3,3,90,83
3124,dissatisfied,Male,Loyal Customer,35,Personal Travel,Eco,1883,1,3,2,3,4,2,5,4,2,4,3,4,4,4,0,4
3125,satisfied,Female,Loyal Customer,28,Personal Travel,Eco,1624,5,5,5,3,1,5,1,1,3,3,4,4,5,1,0,0
3126,satisfied,Female,Loyal Customer,38,Personal Travel,Eco,1727,5,5,5,3,4,3,4,5,5,5,1,4,5,4,0,0
3127,satisfied,Female,Loyal Customer,38,Personal Travel,Eco,1760,5,5,5,3,5,5,4,1,1,5,1,3,1,3,0,0
3128,dissatisfied,Male,Loyal Customer,51,Personal Travel,Eco,2268,1,3,2,3,5,2,5,5,4,5,4,4,4,5,0,1
3129,dissatisfied,Male,Loyal Customer,45,Personal Travel,Eco Plus,2289,1,3,2,3,1,2,1,1,2,4,3,1,4,1,6,7
3130,satisfied,Female,Loyal Customer,20,Personal Travel,Eco Plus,2281,5,5,5,3,2,4,4,4,4,5,4,4,4,4,0,0
3131,satisfied,Female,Loyal Customer,63,Personal Travel,Eco Plus,360,5,5,5,3,3,4,4,4,4,5,1,3,4,5,17,0
3132,dissatisfied,Male,Loyal Customer,19,Personal Travel,Eco,3957,1,3,2,4,1,2,1,1,3,5,3,1,4,1,3,5
3133,dissatisfied,Male,Loyal Customer,54,Personal Travel,Eco,2676,1,3,2,4,3,2,3,3,4,5,4,2,4,3,27,4
3134,satisfied,Female,Loyal Customer,12,Personal Travel,Eco,3122,5,5,5,3,5,5,5,4,4,5,4,5,4,4,0,4
3135,satisfied,Female,Loyal Customer,16,Personal Travel,Eco,2558,5,5,5,3,5,4,4,4,4,5,4,5,4,4,36,32
3136,dissatisfied,Male,Loyal Customer,62,Personal Travel,Eco,2481,1,3,2,4,1,2,1,1,3,4,4,3,4,1,0,3
3137,dissatisfied,Male,Loyal Customer,63,Personal Travel,Eco Plus,1764,1,3,2,4,3,2,3,3,2,4,4,2,3,3,0,0
3138,satisfied,Female,Loyal Customer,67,Personal Travel,Eco,512,5,5,5,3,5,5,3,5,4,4,4,3,5,5,0,0
3139,dissatisfied,Male,Loyal Customer,24,Personal Travel,Eco,1674,1,3,2,4,4,2,4,4,1,4,2,1,2,4,0,0
3140,satisfied,Female,Loyal Customer,20,Personal Travel,Eco,1425,5,5,5,3,3,5,3,3,3,3,4,5,5,3,0,0
3141,satisfied,Female,Loyal Customer,23,Personal Travel,Eco,1431,5,5,5,3,4,5,4,4,3,4,1,4,1,4,0,0
3142,satisfied,Female,Loyal Customer,11,Personal Travel,Eco,1984,5,5,5,3,1,5,1,1,2,2,1,3,5,1,0,27
3143,dissatisfied,Male,Loyal Customer,28,Personal Travel,Eco,1395,1,3,2,5,5,2,5,5,4,5,4,2,5,5,45,64
3144,satisfied,Female,Loyal Customer,46,Personal Travel,Eco,317,5,5,5,3,1,5,1,1,3,2,4,3,4,1,16,24
3145,dissatisfied,Male,Loyal Customer,17,Personal Travel,Eco,1895,1,3,3,1,4,3,4,4,3,1,3,3,5,4,0,0
3146,satisfied,Female,Loyal Customer,54,Personal Travel,Eco,341,5,5,5,3,2,5,2,2,5,2,4,3,4,2,0,0
3147,dissatisfied,Male,Loyal Customer,49,Personal Travel,Eco,1548,1,3,3,2,5,3,5,5,1,5,2,3,1,5,0,0
3148,dissatisfied,Male,Loyal Customer,51,Personal Travel,Eco,1865,1,3,3,4,5,3,5,5,1,3,3,3,4,5,36,92
3149,satisfied,Female,Loyal Customer,17,Personal Travel,Eco Plus,1743,5,5,5,3,5,4,5,4,4,5,4,5,4,4,55,49
3150,satisfied,Female,Loyal Customer,65,Personal Travel,Eco,449,5,5,5,3,2,4,5,3,3,5,3,3,3,3,4,7
3151,satisfied,Female,Loyal Customer,42,Personal Travel,Eco,314,5,5,5,3,2,5,2,2,5,4,4,4,4,2,0,0
3152,dissatisfied,Male,Loyal Customer,38,Personal Travel,Eco,1804,1,3,4,2,2,4,2,2,5,4,1,5,5,2,21,15
3153,satisfied,Female,Loyal Customer,69,Personal Travel,Eco,368,5,5,5,3,4,5,4,4,4,2,4,4,5,4,13,15
3154,satisfied,Female,Loyal Customer,27,Personal Travel,Eco,1639,5,5,5,3,3,5,4,5,5,5,5,4,5,4,41,48
3155,satisfied,Female,Loyal Customer,58,Personal Travel,Eco Plus,448,5,5,5,3,4,5,4,4,4,5,4,5,5,4,0,0
3156,dissatisfied,Male,Loyal Customer,40,Personal Travel,Eco,1652,1,3,4,4,1,4,1,1,4,5,3,3,4,1,32,31
3157,satisfied,Female,Loyal Customer,42,Personal Travel,Eco Plus,380,5,5,5,3,3,5,4,4,4,5,4,5,4,3,59,37
3158,dissatisfied,Male,Loyal Customer,60,Personal Travel,Eco,1733,1,3,4,5,4,4,5,4,2,4,1,3,5,4,0,5
3159,satisfied,Female,Loyal Customer,40,Personal Travel,Eco Plus,1541,5,5,5,3,1,4,2,5,5,5,5,4,5,2,0,0
3160,satisfied,Female,Loyal Customer,35,Personal Travel,Business,440,5,5,5,3,3,5,3,3,5,2,5,4,5,3,25,42
3161,satisfied,Female,Loyal Customer,7,Personal Travel,Eco,1032,5,5,5,3,5,4,2,5,5,5,5,5,5,4,29,21
3162,dissatisfied,Male,Loyal Customer,8,Personal Travel,Eco,1601,1,3,5,4,1,5,1,1,2,2,4,2,4,1,0,13
3163,satisfied,Female,Loyal Customer,9,Personal Travel,Eco,1982,5,5,5,3,4,5,4,4,5,2,4,3,5,4,0,0
3164,satisfied,Female,Loyal Customer,26,Personal Travel,Business,1583,5,5,5,3,1,5,1,1,5,4,5,2,5,1,24,0
3165,dissatisfied,Male,Loyal Customer,68,Personal Travel,Eco,1860,1,3,5,5,5,5,5,5,5,3,2,5,3,5,0,0
3166,dissatisfied,Male,Loyal Customer,7,Personal Travel,Eco,3423,1,4,0,1,4,0,4,4,4,3,5,3,5,4,0,0
3167,dissatisfied,Male,Loyal Customer,11,Personal Travel,Business,3158,1,4,0,1,2,0,2,2,3,4,4,5,5,2,21,13
3168,dissatisfied,Male,Loyal Customer,51,Personal Travel,Eco Plus,3162,1,4,0,1,5,0,1,5,4,2,3,3,5,5,11,0
3169,dissatisfied,Male,Loyal Customer,24,Personal Travel,Eco,3314,1,4,0,1,1,0,1,1,5,2,5,5,4,1,0,0
3170,satisfied,Female,Loyal Customer,28,Personal Travel,Eco,3326,5,5,5,3,5,4,5,4,4,5,4,3,4,5,20,25
3171,dissatisfied,Male,Loyal Customer,70,Personal Travel,Eco,2352,1,4,0,1,5,0,5,5,3,4,3,3,5,5,0,0
3172,satisfied,Female,Loyal Customer,42,Personal Travel,Eco,1200,5,5,5,3,2,5,5,2,3,3,5,4,5,2,1,0
3173,satisfied,Female,Loyal Customer,64,Personal Travel,Eco,1166,5,5,5,3,3,4,4,2,2,5,2,4,2,5,0,0
3174,satisfied,Female,Loyal Customer,59,Personal Travel,Eco,1170,5,5,5,3,4,5,4,4,4,5,2,3,2,4,0,0
3175,satisfied,Female,Loyal Customer,17,Personal Travel,Eco,2311,5,5,5,3,1,5,1,1,3,4,4,3,5,1,0,4
3176,satisfied,Female,Loyal Customer,32,Personal Travel,Eco,2516,5,5,5,3,5,5,5,5,3,2,5,3,5,5,0,0
3177,dissatisfied,Male,Loyal Customer,43,Personal Travel,Eco,2759,1,4,0,1,4,0,5,4,5,4,4,5,4,4,0,0
3178,dissatisfied,Male,Loyal Customer,38,Personal Travel,Eco,2595,1,4,0,1,2,0,2,2,5,4,4,3,4,2,0,0
3179,dissatisfied,Female,Loyal Customer,16,Personal Travel,Eco,2586,1,4,0,1,0,1,5,4,3,5,4,5,5,5,129,133
3180,satisfied,Female,Loyal Customer,11,Personal Travel,Eco,2170,5,5,5,3,3,5,4,4,4,5,2,5,4,3,0,6
3181,satisfied,Female,Loyal Customer,30,Personal Travel,Eco,2105,5,5,5,3,4,5,4,4,4,3,4,3,4,4,18,13
3182,dissatisfied,Male,Loyal Customer,17,Personal Travel,Eco,1907,1,4,0,1,1,0,1,1,3,2,4,3,5,1,1,2
3183,dissatisfied,Male,Loyal Customer,70,Personal Travel,Eco,1905,1,4,0,1,5,0,5,5,3,3,5,3,4,5,0,26
3184,satisfied,Female,Loyal Customer,40,Personal Travel,Eco,2393,5,5,5,3,3,1,1,1,1,5,1,2,1,2,0,0
3185,satisfied,Female,Loyal Customer,64,Personal Travel,Eco,664,5,5,5,4,4,5,4,4,5,3,3,2,4,4,28,9
3186,satisfied,Female,Loyal Customer,57,Personal Travel,Eco,637,5,5,5,4,4,5,4,4,4,4,5,4,5,4,0,1
3187,satisfied,Female,Loyal Customer,39,Personal Travel,Business,581,5,5,5,4,3,3,5,1,1,5,1,5,1,5,0,0
3188,satisfied,Female,Loyal Customer,9,Personal Travel,Eco,2014,5,5,5,4,5,3,4,3,3,5,3,3,3,5,0,0
3189,satisfied,Female,Loyal Customer,68,Personal Travel,Eco,281,5,5,5,4,5,3,5,2,2,5,2,1,2,1,0,0
3190,satisfied,Female,Loyal Customer,60,Personal Travel,Eco Plus,275,5,5,5,4,3,4,4,2,2,5,2,5,2,4,40,42
3191,satisfied,Female,Loyal Customer,36,Personal Travel,Eco,1749,5,5,5,4,2,5,2,2,5,5,3,2,4,2,0,7
3192,dissatisfied,Male,Loyal Customer,65,Personal Travel,Eco,925,1,4,0,1,2,0,2,2,3,5,4,3,5,2,5,0
3193,dissatisfied,Male,Loyal Customer,8,Personal Travel,Eco,1921,1,4,0,1,2,0,2,2,4,1,1,4,1,2,0,0
3194,satisfied,Female,Loyal Customer,49,Personal Travel,Eco Plus,250,5,5,5,4,4,5,5,4,4,1,5,5,3,4,2,0
3195,satisfied,Female,Loyal Customer,47,Personal Travel,Eco,76,5,5,5,4,2,5,4,1,1,5,1,5,1,3,71,75
3196,dissatisfied,Male,Loyal Customer,7,Personal Travel,Eco,1865,1,4,0,1,1,0,1,1,4,4,5,5,4,1,0,0
3197,dissatisfied,Male,Loyal Customer,69,Personal Travel,Eco,1404,1,4,0,1,2,0,2,2,4,4,4,3,4,2,0,16
3198,satisfied,Female,Loyal Customer,40,Personal Travel,Eco Plus,1001,5,5,5,4,4,4,5,4,4,5,1,4,4,4,0,2
3199,satisfied,Female,Loyal Customer,21,Personal Travel,Eco Plus,1620,5,5,5,4,4,5,4,4,5,3,5,4,4,4,0,0
3200,dissatisfied,Male,Loyal Customer,13,Personal Travel,Eco,1490,1,4,0,1,4,0,4,4,5,4,4,3,4,4,0,0
3201,dissatisfied,Male,Loyal Customer,21,Personal Travel,Eco,2948,1,4,0,2,1,0,1,1,5,3,5,4,4,1,16,3
3202,satisfied,Female,Loyal Customer,35,Personal Travel,Eco,2860,5,5,5,4,4,4,4,2,2,5,2,4,2,3,2,0
3203,satisfied,Female,Loyal Customer,44,Personal Travel,Eco,1613,5,5,5,4,5,5,5,5,5,3,4,5,5,5,21,4
3204,satisfied,Female,Loyal Customer,66,Personal Travel,Eco,1448,5,5,5,4,5,5,5,5,5,5,5,3,5,3,10,28
3205,satisfied,Female,Loyal Customer,65,Personal Travel,Eco,1108,5,5,5,4,2,5,4,1,1,5,1,5,1,4,0,0
3206,satisfied,Female,Loyal Customer,50,Personal Travel,Eco,990,5,5,5,4,3,5,5,3,3,5,3,4,3,5,0,0
3207,satisfied,Female,Loyal Customer,33,Personal Travel,Eco,2157,5,5,5,4,2,5,5,1,1,5,2,4,1,3,1,5
3208,dissatisfied,Male,Loyal Customer,70,Personal Travel,Eco,1865,1,4,0,2,5,0,5,5,5,3,5,4,4,5,0,0
3209,satisfied,Female,Loyal Customer,58,Personal Travel,Eco,804,5,5,5,4,5,5,5,5,1,1,5,2,2,5,0,0
3210,satisfied,Female,Loyal Customer,24,Personal Travel,Eco,2090,5,5,5,4,2,5,2,2,3,3,5,2,1,2,0,0
3211,satisfied,Female,Loyal Customer,9,Personal Travel,Eco,1522,5,5,5,4,2,4,5,1,1,5,3,3,1,5,26,19
3212,satisfied,Female,Loyal Customer,59,Personal Travel,Eco,743,5,5,5,4,1,5,1,1,2,5,5,1,2,1,4,0
3213,satisfied,Female,Loyal Customer,27,Personal Travel,Business,2211,5,5,5,4,4,5,4,4,3,4,4,4,4,4,13,3
3214,satisfied,Female,Loyal Customer,61,Personal Travel,Eco,736,5,5,5,4,2,4,4,3,3,5,2,3,3,4,32,41
3215,satisfied,Female,Loyal Customer,52,Personal Travel,Eco Plus,695,5,5,5,4,5,5,5,5,3,4,4,5,4,5,51,43
3216,dissatisfied,Male,Loyal Customer,29,Personal Travel,Eco,1871,1,4,0,2,3,0,3,3,2,4,5,5,2,3,7,32
3217,dissatisfied,Male,Loyal Customer,13,Personal Travel,Eco Plus,2116,1,4,0,2,2,0,2,2,5,4,5,4,5,2,2,10
3218,satisfied,Female,Loyal Customer,12,Personal Travel,Eco,1853,5,5,5,4,2,5,5,2,4,3,4,4,4,2,45,48
3219,satisfied,Female,Loyal Customer,11,Personal Travel,Eco,2053,5,5,5,4,5,5,5,5,4,2,5,2,3,5,0,32
3220,satisfied,Female,Loyal Customer,38,Personal Travel,Eco,1290,5,5,5,4,4,5,4,4,1,3,2,5,2,4,70,75
3221,dissatisfied,Male,Loyal Customer,35,Personal Travel,Business,292,1,4,0,2,4,4,4,3,3,0,3,5,3,5,0,0
3222,satisfied,Female,Loyal Customer,57,Personal Travel,Eco,254,5,5,5,5,5,5,5,5,3,5,5,4,4,5,0,2
3223,dissatisfied,Male,Loyal Customer,36,Personal Travel,Eco Plus,1963,1,4,0,2,5,0,5,5,3,3,4,3,4,5,0,0
3224,dissatisfied,Male,Loyal Customer,18,Personal Travel,Eco,1816,1,4,0,2,4,0,4,4,2,3,3,2,2,4,3,6
3225,dissatisfied,Male,Loyal Customer,48,Personal Travel,Eco,1493,1,4,0,2,3,0,2,3,5,5,4,4,4,3,19,38
3226,satisfied,Female,Loyal Customer,45,Personal Travel,Eco Plus,266,5,5,5,5,4,5,4,4,3,4,4,5,4,4,86,76
3227,satisfied,Female,Loyal Customer,56,Personal Travel,Eco,221,5,5,5,5,5,5,5,5,5,2,5,5,4,5,0,10
3228,dissatisfied,Male,Loyal Customer,47,Personal Travel,Eco,1787,1,4,0,2,5,0,5,5,4,2,4,3,4,5,0,3
3229,satisfied,Female,Loyal Customer,10,Personal Travel,Eco,1714,5,5,5,5,3,5,4,1,1,5,1,4,1,5,0,0
3230,dissatisfied,Male,Loyal Customer,46,Personal Travel,Eco,1664,1,4,0,2,2,0,2,2,3,4,4,3,5,2,25,22
3231,dissatisfied,Male,Loyal Customer,20,Personal Travel,Eco,976,1,4,0,2,5,0,4,5,4,2,4,4,5,5,2,6
3232,dissatisfied,Male,Loyal Customer,62,Personal Travel,Eco,1428,1,4,0,2,3,0,3,3,5,4,4,5,5,3,8,
3233,dissatisfied,Male,Loyal Customer,49,Personal Travel,Eco,1736,1,4,0,2,5,0,5,5,5,1,3,2,2,5,14,2
3234,satisfied,Female,Loyal Customer,56,Personal Travel,Eco,99,5,5,5,5,2,5,2,2,3,2,5,5,4,2,0,3
3235,satisfied,Female,Loyal Customer,15,Personal Travel,Eco Plus,1463,5,5,5,5,5,5,5,5,2,2,3,4,2,5,8,21
3236,satisfied,Female,Loyal Customer,22,Personal Travel,Eco,4226,5,5,5,5,3,5,2,3,3,5,5,4,4,3,0,0
3237,dissatisfied,Male,Loyal Customer,70,Personal Travel,Eco Plus,2990,1,4,0,3,3,0,3,3,3,4,3,5,4,3,95,57
3238,satisfied,Female,Loyal Customer,23,Personal Travel,Eco,3451,0,0,0,1,4,5,4,4,4,4,4,3,4,3,1,15
3239,satisfied,Female,Loyal Customer,63,Personal Travel,Eco,2096,0,0,0,1,4,1,3,4,4,4,4,4,4,2,23,41
3240,satisfied,Female,Loyal Customer,23,Personal Travel,Eco,2846,0,0,0,1,2,5,5,4,4,4,4,5,4,3,2,0
3241,satisfied,Female,Loyal Customer,13,Personal Travel,Eco,2715,0,0,0,1,2,1,2,3,3,3,2,3,3,4,0,3
3242,satisfied,Female,Loyal Customer,57,Personal Travel,Eco,1180,0,0,0,1,4,5,4,5,5,5,5,4,5,5,26,6
3243,dissatisfied,Male,Loyal Customer,68,Personal Travel,Eco,2766,1,4,0,3,2,0,2,2,3,1,3,3,4,2,2,0
3244,satisfied,Female,Loyal Customer,19,Personal Travel,Business,2082,0,0,0,1,4,0,5,4,3,3,1,1,3,4,12,0
3245,satisfied,Female,Loyal Customer,14,Personal Travel,Eco,2575,0,0,0,1,3,0,3,3,1,5,4,3,4,3,12,0
3246,satisfied,Female,Loyal Customer,38,Personal Travel,Eco,1984,0,0,0,1,2,5,4,2,2,2,2,5,2,5,80,80
3247,dissatisfied,Male,Loyal Customer,22,Personal Travel,Eco Plus,1878,1,4,0,3,5,0,1,5,4,2,5,5,5,5,6,0
3248,dissatisfied,Male,Loyal Customer,17,Personal Travel,Eco,1896,1,4,0,3,3,0,3,3,4,3,3,3,3,3,52,48
3249,satisfied,Female,Loyal Customer,22,Personal Travel,Eco Plus,2097,0,0,0,1,5,5,4,4,4,4,4,3,4,4,0,0
3250,dissatisfied,Male,Loyal Customer,13,Personal Travel,Eco,2055,1,4,0,3,1,0,1,1,5,3,5,3,4,1,5,10
3251,satisfied,Female,Loyal Customer,23,Personal Travel,Eco,1755,0,0,0,1,3,5,4,4,4,3,3,4,4,5,0,0
3252,dissatisfied,Male,Loyal Customer,15,Personal Travel,Eco Plus,2343,1,4,0,3,3,0,3,3,4,3,3,4,4,3,42,35
3253,satisfied,Female,Loyal Customer,16,Personal Travel,Eco,1897,0,0,0,1,3,4,4,2,2,2,2,4,2,5,27,20
3254,satisfied,Female,Loyal Customer,46,Personal Travel,Eco,638,0,0,0,1,2,4,4,5,5,5,5,4,5,4,79,82
3255,satisfied,Female,Loyal Customer,51,Personal Travel,Eco,623,0,0,0,1,2,0,2,2,4,3,1,1,4,2,0,0
3256,dissatisfied,Female,Loyal Customer,70,Personal Travel,Business,2025,1,4,0,3,0,1,1,3,2,4,3,1,1,1,153,143
